danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.874,0.657,4,-4.597,0,0.238,0.0785,1.38e-06,0.157,0.286,104.155,185744,4,6IKSQrj2ZH5YB2J8ISvRXn,Me Will Dweet,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-04-15,day,9,2023-12-19
0.609,0.892,8,-1.169,1,0.248,0.767,0.0,0.103,0.488,116.75,152967,5,42Vc4jGkhnFz42d3bxMTev,Hold on Strong,2y0QGjnlzB39Nf2duLQoxk,KG,238,18,2020-03-25,day,1,2023-12-19
0.658,0.838,8,-1.989,1,0.159,0.742,0.0,0.127,0.518,118.158,171429,5,7xHnWDqtWUbC24DoaqKjo3,S.I.P.,0Gkq3acWre3Hu02EAvBiIa,Rheon Elbourne,3922,22,2020-03-25,day,1,2023-12-19
0.604,0.767,5,-0.659,0,0.309,0.545,0.0,0.0851,0.483,117.445,161538,5,60qr7ujYw4FxrvQFlnYELs,Too Bad Mind,559YLWpCvVYo3qCEhMJ3pq,Lawless,6054,13,2020-03-25,day,1,2023-12-19
0.567,0.89,4,-4.955,0,0.185,0.665,5.99e-05,0.286,0.78,67.653,142200,5,39kdGduxJeBHaBc5fW8Nwo,Spanish Zess,1yBSwrhGAh8xLabpLtbzTL,Trinidad Ghost,611,6,2020-04-02,day,3,2023-12-19
0.698,0.701,6,-5.4,0,0.33,0.78,0.0,0.13,0.699,97.643,163344,4,5m50Hb5bR1EnnraPNfdSDt,Grim Reaper,3KaFfC4kfSJiwbdCA1vF5H,Tejah,3143,14,2020-05-07,day,7,2023-12-19
0.593,0.848,5,0.091,0,0.348,0.169,0.0,0.0944,0.386,98.09,144490,4,0Z5EtyQrPdS3mBxYmyv9fT,Murder Change,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-05-30,day,9,2023-12-19
0.723,0.848,8,-0.208,1,0.093,0.331,0.0,0.15,0.404,130.683,129796,5,4TxjfLX82XwczzmPFnHauo,People Dead,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6759,8,2020-05-30,day,3,2023-12-19
0.571,0.868,1,-0.006,1,0.353,0.249,0.0,0.22,0.407,131.987,159184,5,45Ufw6TGvpoJvUuyw0mklX,Jordan,6CxUKwVnCBKKP60XMvnMOL,Jahllano,19787,24,2020-05-30,day,7,2023-12-19
0.896,0.491,2,-11.2,1,0.335,0.0356,5.71e-06,0.158,0.407,99.891,136072,4,3fRcLIcRDZBNcJwk3diMoM,Titanic,5tr6GdAE9bwCqYuLXUwIhd,Toppy Boss,7891,3,2020-06-15,day,13,2023-12-19
0.788,0.62,6,-7.242,0,0.118,0.671,0.0,0.0758,0.533,122.055,255765,4,1UzSUI6i19pFHhvWZEFA0G,Collatoral Damage,"0JSBUUBuT8pbdbw1UZggSY,0WhrKY560yMc8mma8YXNKp","Tefflon,Faces","18911,44","28,0",2020-07-25,day,0,2023-12-19
0.605,0.629,11,-6.172,0,0.29,0.0633,0.0282,0.375,0.44,129.808,154105,5,6daXR3jHpIkMkSU8ahbTLz,Scamma,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-09-23,day,12,2023-12-19
0.684,0.423,6,-7.599,1,0.759,0.0309,0.0,0.14,0.565,100.508,160825,4,4joTWJy5q9JjLyNMu53C3P,Plenty,2uXytzsWyyjXiAaQQ5O0s3,Pablo Dan,2842,5,2020-04-13,day,0,2023-12-19
0.9,0.467,8,-6.77,1,0.396,0.0478,0.0,0.28,0.628,100.227,156056,4,0aOHFUjXW62VtifbWpDYEi,Scarface,"6FOHdBHp21uRWCc1fbETV5,5JsN0iGKAkfJ0XmLF512sW","JP,Shortz","8,17","0,0",2020-04-09,day,2,2023-12-19
0.494,0.623,0,-7.549,0,0.226,0.739,0.0,0.174,0.593,99.946,204038,4,77HAwXtSwccgC50iEor9WU,Hurricane,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2020-06-22,day,19,2023-12-19
0.88,0.466,9,-8.935,0,0.185,0.477,0.0,0.156,0.69,105.048,146286,4,42u3ZN44ZMd6r4oM8N4Hj9,Buss Like Bamboo,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2020-08-31,day,0,2023-12-19
0.649,0.684,8,-6.138,1,0.271,0.716,0.00496,0.11,0.554,196.098,151091,4,2zNBZQL5BUVRDvYkbE0osv,Good,6fanvfSBKMMExePwhUq8Mi,K Lion,39431,29,2020-04-24,day,28,2023-12-19
0.789,0.585,11,-4.965,1,0.212,0.645,0.0,0.128,0.516,96.139,170000,4,5uNZnaxxztf8AWaaa00DVo,Candle,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-06-29,day,12,2023-12-19
0.819,0.733,2,-5.883,1,0.151,0.109,0.0,0.21,0.207,101.935,164191,4,1vfHVs1nldp5Ef8EzcpOyE,Me Against the World,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-07-01,day,16,2023-12-19
0.781,0.577,4,-7.653,0,0.0796,0.527,0.0,0.125,0.664,100.003,202000,4,08I57pk6tgCToD2jNHNrTM,Evil,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-07-24,day,29,2023-12-19
0.701,0.34,9,-9.321,1,0.684,0.3,0.0,0.114,0.48,132.979,187200,5,3Z7lC6x2vymyE9wahQJhu7,3 Points,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6759,8,2020-08-14,day,5,2023-12-19
0.651,0.73,6,-2.999,0,0.244,0.407,0.0,0.212,0.519,65.657,195918,5,76P8ZWpGNUFpZ8zE9uIFfa,Steamy,5tr6GdAE9bwCqYuLXUwIhd,Toppy Boss,7891,3,2020-08-25,day,2,2023-12-19
0.696,0.685,6,-3.58,0,0.272,0.407,0.0,0.0994,0.509,65.517,178776,5,3VjnY5y5BHE7TSxZY7a2JI,Wah You Need,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2020-08-25,day,1,2023-12-19
0.739,0.623,9,-3.58,1,0.335,0.411,6.62e-06,0.101,0.534,65.372,178776,5,5w14makz0nZWypVSGQRfJP,Another Girl,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2020-08-25,day,6,2023-12-19
0.846,0.608,9,-3.644,1,0.303,0.336,1.56e-06,0.103,0.432,65.329,195918,5,5mltUpm5Yedugv4GUIzuUI,Braff Lyfe,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,1,2023-12-19
0.526,0.749,9,-2.691,1,0.265,0.475,1.66e-06,0.0968,0.473,77.746,185000,3,2eHQjFGP9uotZX3ghZPyFY,Say Less,"1K23l3n63BTCtIMm0TyS4c,6QJrx4J9XqIxXUBhacoJHC","Nailah Blackman,Medz Boss","34880,33706","40,26",2020-08-25,day,22,2023-12-19
0.78,0.52,4,-9.246,0,0.362,0.396,1.15e-06,0.114,0.551,100.124,204000,4,3M263yhWbaDLpJqONPo6s1,Diss Once,6fanvfSBKMMExePwhUq8Mi,K Lion,39431,29,2020-07-24,day,25,2023-12-19
0.939,0.582,11,-6.405,0,0.12,0.366,3.73e-06,0.127,0.536,105.976,153962,4,7nJzkn8NZ99JNtC7ooYkxK,Gyal Come (Secret Sauce Riddim),6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2020-08-30,day,17,2023-12-19
0.716,0.738,1,-3.919,1,0.311,0.266,0.0,0.106,0.497,66.702,180061,5,6t7p7MRpPYIDm1QLTgURRF,Who Run Things,"3tylMtQ2jNczaYAtAOqhv3,6hhy54ByINNSzZKbPgosRO","KellyBeatz,Jza King","1454,349","8,2",2020-05-04,day,9,2023-12-19
0.501,0.787,3,-4.131,0,0.435,0.0883,0.0,0.103,0.338,66.356,180036,5,3YLRzQqfSJUFqKCuUp7Yqe,Covid 19,"3tylMtQ2jNczaYAtAOqhv3,7IbkKTNpBj7MORRdt3oge3","KellyBeatz,Zerimar","1454,29786","8,33",2020-05-04,day,26,2023-12-19
0.621,0.751,8,-4.161,0,0.36,0.0655,0.0,0.147,0.544,66.64,180061,5,44AvImSEOe40SXred0sA0q,Ghetto Story,"3tylMtQ2jNczaYAtAOqhv3,3qi65wjB2eT1o4f5FzQxfH","KellyBeatz,Teejah","1454,39","8,0",2020-05-04,day,6,2023-12-19
0.764,0.633,3,-7.443,0,0.166,0.539,0.0,0.122,0.435,66.669,156029,5,7fZXMwD5s7Xyhkn5pp2DE0,Far,"3tylMtQ2jNczaYAtAOqhv3,5UoVuwjRIYT6WGDUJjT1Se","KellyBeatz,Lu City","1454,8220","8,36",2020-05-04,day,6,2023-12-19
0.627,0.741,8,-4.341,0,0.34,0.0655,0.0,0.117,0.377,66.629,159686,5,0KhJepSMBUfyPIdEBBe90Y,Hold on,"3tylMtQ2jNczaYAtAOqhv3,58w0KtpWYgz26s686wB8Fk","KellyBeatz,King Rilla","1454,57","8,7",2020-05-04,day,3,2023-12-19
0.578,0.724,8,-3.924,0,0.413,0.0301,0.0,0.113,0.484,199.966,159660,4,1joGpygyEerhzMR0auKgR7,Mental,"3tylMtQ2jNczaYAtAOqhv3,3sKXlq0SyWTuHLTLPQc9tm","KellyBeatz,Ants Major","1454,18","8,0",2020-05-04,day,3,2023-12-19
0.806,0.777,3,-4.104,0,0.197,0.0838,0.0,0.117,0.596,66.757,160731,5,609vp55J5byaLzJWzMKTDi,Identity Thief,"3tylMtQ2jNczaYAtAOqhv3,3I5TPl1uItSuR7GCt9uz3i","KellyBeatz,Sound Station","1454,143","8,0",2020-05-04,day,3,2023-12-19
0.665,0.787,10,-4.313,0,0.336,0.309,1.21e-05,0.113,0.557,66.937,159686,5,6aGhMxsKBeQ9WsWNlmxYip,Up in Her,"3tylMtQ2jNczaYAtAOqhv3,7G7HG3gbFmkyzhjGqzDsr9","KellyBeatz,Junior B","1454,76","8,0",2020-05-04,day,2,2023-12-19
0.767,0.753,3,-4.498,0,0.292,0.106,0.0,0.09,0.325,66.764,158458,5,7aWiMvfLaLYr5tR6D9ceXv,Tired & Fed Up,"3tylMtQ2jNczaYAtAOqhv3,7LTTG84rluVx1qTfRAAcOO","KellyBeatz,Zebulun","1454,33","8,1",2020-05-04,day,2,2023-12-19
0.568,0.827,4,-1.858,0,0.34,0.822,0.0,0.087,0.418,92.362,191489,3,0yL1Hpf0MVasCOJ90gXGnM,Decisions,6CxUKwVnCBKKP60XMvnMOL,Jahllano,19787,24,2019-12-27,day,22,2023-12-19
0.829,0.687,2,-5.328,1,0.355,0.576,0.0,0.107,0.402,91.798,117391,4,5TZCsfqAxGSShYE11dg0zW,Charged Up,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,1,2023-12-19
0.663,0.516,1,-3.77,1,0.309,0.443,0.0,0.0789,0.332,130.494,192000,5,1K8NuQRdyZFIxP1S8ptGC0,Trinibad Confidential,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,5,2023-12-19
0.563,0.462,4,-9.489,0,0.435,0.558,7.35e-06,0.0933,0.331,64.446,158400,5,4kcE6XvAPDDkKjl3phjw8m,Eastside Badness,"3iWwLfjZAKzmAB57v38i45,0Oq6MntkXWsKtjEIYAeyMO","Raskality,Tafari","5666,1083","14,1",2020-10-09,day,3,2023-12-19
0.824,0.614,0,-5.858,1,0.0919,0.544,0.0,0.114,0.142,100.092,211200,4,6cHIEEPnRaz1nfqaBY9UJ6,Bad Gyal,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,1,2023-12-19
0.812,0.47,7,-8.849,1,0.0597,0.421,0.000618,0.0447,0.317,103.02,326214,4,07gOK5Q3xDrT2yGwaF5EMJ,Fall in Love,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,0,2023-12-19
0.76,0.603,9,-6.316,0,0.299,0.507,0.0004,0.261,0.741,193.912,197938,4,4XtU3TkyfyHqUFmNuCZGgC,Domestic Business,3iWwLfjZAKzmAB57v38i45,Raskality,5666,14,2020-10-09,day,1,2023-12-19
0.68,0.544,8,-10.031,1,0.0932,0.687,8.75e-06,0.11,0.371,133.272,136856,5,7Aulk2eOgxy4sEx6Yi0Cls,Trust,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6759,8,2020-08-07,day,3,2023-12-19
0.619,0.734,0,-4.56,0,0.336,0.296,0.0,0.271,0.311,108.266,178909,4,5o0pq7nCA1yO90GKIpYZA5,Outside,"6CxUKwVnCBKKP60XMvnMOL,1eIXle4BzQymnCdkECuQ0n","Jahllano,Rheon Elbourne","19787,23","24,0",2020-09-23,day,13,2023-12-19
0.91,0.561,10,-7.574,1,0.239,0.684,0.0,0.271,0.713,104.999,182875,4,4avzr1FWOgsL9J5vc4UQLZ,Diss F1,0WhrKY560yMc8mma8YXNKp,Faces,44,0,2020-08-29,day,0,2023-12-19
0.598,0.641,1,-7.46,0,0.313,0.142,0.00027,0.242,0.224,107.16,166699,4,2QXv4NKNCuqCDmOTwcOjrN,Crocodile Teeth,5FkUhnHQ0KC63549LHHtst,Skillibeng,320085,59,2020-09-21,day,62,2023-12-19
0.608,0.577,9,-8.009,0,0.342,0.212,0.0,0.0913,0.756,89.004,192000,4,4oW9otzqrP2cK6dPupvFB4,With Ease,6fanvfSBKMMExePwhUq8Mi,K Lion,39431,29,2020-10-27,day,17,2023-12-19
0.644,0.722,4,-3.961,0,0.511,0.152,0.0,0.129,0.315,118.78,228000,4,5SwTOyDUCpzJ96KfTa4HVc,Evil Eyes,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2020-03-04,day,41,2023-12-19
0.871,0.654,1,-4.091,0,0.0658,0.227,0.000153,0.28,0.446,100.105,127500,4,4w8csfMWmslT9xy9Ler1XE,Squeeze It,5PEQBJgODj2Ih0zH2JbMZt,Jp.,123,0,2019-09-06,day,8,2023-12-19
0.52,0.645,9,-6.281,0,0.0835,0.278,5.12e-06,0.164,0.342,95.184,229500,4,7m4ZumzC3oKc6O3GWHBvyj,Born Bad,0UvfwKuB7bkbJJSkp2Be6e,Brad,666,13,2020-03-03,day,28,2023-12-19
0.821,0.806,8,-0.289,0,0.0913,0.55,0.0,0.287,0.239,99.961,213600,4,1NXMcpoaDQj1ccehLL2TBb,Fully Devil Up,5EsCbG7ZqKDZP0CAESy0v2,Born King,223,11,2020-08-03,day,18,2023-12-19
0.596,0.832,11,-5.082,1,0.317,0.587,2.88e-06,0.212,0.711,130.549,178087,5,6ZWsoeRisjnu7RgS6vewIC,Lit,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-11-01,day,0,2023-12-19
0.55,0.553,2,-6.011,1,0.364,0.198,0.0,0.131,0.177,82.473,204000,1,6isfhRobq7dfDZep6Vqdir,Arima,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2020-01-26,day,37,2023-12-19
0.729,0.736,11,-1.882,1,0.058,0.111,0.0,0.112,0.205,100.068,216000,4,5BQfIMshGofPt9pgzw68FR,Killing Feeling,"4W1YDUIlG2VramwT3zKYah,3r8Hq14XJAyy6K8mlBs2s5","Mountainside Music,Rebel Sixx","811,50069","3,32",2020-07-26,day,4,2023-12-19
0.686,0.691,4,-4.51,0,0.0663,0.514,0.0,0.645,0.236,99.918,180000,4,1lESimg6fmSfOlMV8zN27W,Buss Meh Gun,"4W1YDUIlG2VramwT3zKYah,4geH4SPSu6IGFtDrJ4Ssl2","Mountainside Music,tafari","811,5","3,1",2020-07-26,day,3,2023-12-19
0.624,0.774,9,-6.278,1,0.454,0.327,0.0,0.0772,0.415,100.246,175009,4,1EnnW5r4AadGHvSrJ7tl0i,Love Investment,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2020-08-13,day,1,2023-12-19
0.57,0.646,4,-5.101,0,0.0964,0.505,0.0,0.162,0.206,99.746,216000,4,0SfGFN0GhRUscIYEQCIKgy,Amazing Grace,"4W1YDUIlG2VramwT3zKYah,3iWwLfjZAKzmAB57v38i45","Mountainside Music,Raskality","811,5666","3,14",2020-07-26,day,0,2023-12-19
0.617,0.622,0,-4.638,0,0.318,0.15,0.0,0.183,0.5,132.423,205891,5,69HFkrscVafgyqdhZvOruQ,Hard Fi Dead,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2020-09-18,day,0,2023-12-19
0.847,0.645,1,-5.78,1,0.327,0.232,0.0,0.0683,0.682,105.565,171429,4,7DO2PLJTnE4oO5qTkdwqJo,Dweet Mad,"3UwGbC4Sl9MmonrpWo6grS,4i7qK1Yors4Rq1GW1dBn0w","Boy Boy,Blackwick","28641,10","39,3",2020-10-20,day,18,2023-12-19
0.857,0.503,9,-8.433,1,0.0913,0.434,0.0,0.301,0.627,105.034,182857,4,0jwDHDTezDatqItgR5W8DB,Fall in Love,0JSBUUBuT8pbdbw1UZggSY,Tefflon,18911,28,2020-10-09,day,34,2023-12-19
0.672,0.598,2,-6.403,1,0.351,0.00918,0.0101,0.338,0.297,199.843,210031,4,5x9WhtovDq6IhfwCrySJab,Sun Tzu,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-05-08,day,15,2023-12-19
0.758,0.493,1,-7.131,1,0.319,0.234,0.0,0.15,0.479,65.258,172032,3,5P6LieuBzOvWdrMzDiOOrM,Pain,"2kNL5eBpFCpOQu81GJ4lZb,1CrCGh7AtRKTlANy7DYXrN","Jovi Ton,Power","3901,3","4,0",2020-06-07,day,5,2023-12-19
0.628,0.679,0,-8.717,0,0.397,0.416,1.13e-06,0.118,0.603,132.24,204000,5,6PxTl0AmTosngscF5vpJ8O,2 Pan Drum,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2020-04-17,day,0,2023-12-19
0.64,0.653,1,-5.748,1,0.252,0.555,0.0,0.178,0.606,101.292,177308,4,4m85DsX3Bf1rM1vShK7Knw,1 Ah Day,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2019-11-22,day,6,2023-12-19
0.807,0.701,8,-3.387,0,0.129,0.05,0.0,0.132,0.533,95.987,223401,4,6xfhjg8CsugU9JFCgcQPyY,First Class Flight (feat. Prince Swanny),"40vpvFOIfRil2lXkK5GrTK,2Jv0w50BNaGlwnXpq69HGm","Jahvillani,Prince Swanny","104252,110479","35,42",2020-06-19,day,18,2023-12-19
0.549,0.643,9,-5.684,0,0.141,0.167,0.0,0.0709,0.577,124.692,178000,5,0rt5yG9xdLAI2wFVYgXVYn,Money Mission,"7IbkKTNpBj7MORRdt3oge3,6CxUKwVnCBKKP60XMvnMOL","Zerimar,Jahllano","29786,19787","33,24",2020-06-03,day,14,2023-12-19
0.56,0.568,1,-6.792,0,0.176,0.122,0.0,0.067,0.205,98.471,181244,4,292zkVbfcsChUsLbjkiUXY,Just Fxck,7IbkKTNpBj7MORRdt3oge3,Zerimar,29786,33,2020-05-19,day,42,2023-12-19
0.483,0.882,2,-0.043,1,0.322,0.181,0.0,0.26,0.802,69.043,155016,3,2ynhblEkrZ6YLns7mWRsw7,Heavenly,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-07-02,day,4,2023-12-19
0.673,0.664,6,-4.531,1,0.386,0.503,0.0,0.121,0.438,133.034,194456,5,0w9JwRlD2JnSMbUCpJkrTs,Fade Away,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2020-06-23,day,15,2023-12-19
0.838,0.655,9,-2.095,1,0.1,0.175,0.0,0.0911,0.316,100.005,216150,4,25iN7vsEUC87ErvNJWOauk,Lex Luthor,"4W1YDUIlG2VramwT3zKYah,3UwGbC4Sl9MmonrpWo6grS","Mountainside Music,Boy Boy","811,28641","3,39",2020-07-24,day,5,2023-12-19
0.896,0.498,0,-9.301,1,0.0604,0.115,2.27e-06,0.0998,0.374,100.059,222000,4,7mlglU3rCinMvUj0j0KG39,From a War,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6759,8,2019-02-08,day,12,2023-12-19
0.579,0.652,5,-6.009,0,0.36,0.433,0.0,0.179,0.413,95.898,141467,4,01cuE2jA7QJ4BqNBgFblUM,Level Up,6fanvfSBKMMExePwhUq8Mi,K Lion,39431,29,2019-07-12,day,27,2023-12-19
0.755,0.695,1,-5.047,0,0.138,0.0478,0.0,0.0528,0.458,133.152,174636,5,4nlXNM4Yp6YDdqJdYBsGpQ,Adolf,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-08-07,day,11,2023-12-19
0.744,0.656,2,-7.64,0,0.074,0.51,0.0,0.203,0.764,103.043,151456,4,1Nme72HTJeuqzBKnr1sAkD,Biggest Gyallis,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-08-14,day,10,2023-12-19
0.751,0.661,3,-6.411,0,0.275,0.593,0.0,0.177,0.478,133.009,180000,4,7dLC0DxKryrgUSQp38ynAi,Camouflage Friend,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-07-28,day,4,2023-12-19
0.79,0.489,8,-8.73,0,0.611,0.139,2.41e-05,0.153,0.433,133.019,175200,5,1NaOa4lgForxtXILSVMv06,Loyal,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2020-10-29,day,26,2023-12-19
0.765,0.822,8,-2.476,0,0.232,0.442,0.0,0.127,0.518,103.502,184686,4,6L2o4ow2TdJ96hLznNqNXE,Doh Ramp,7zow5Va8ESrfnxvUF62HRH,Icee Dan,7933,21,2020-10-29,day,2,2023-12-19
0.62,0.648,7,-6.485,0,0.368,0.0879,0.0,0.262,0.238,66.97,150094,3,3NTaYXgfzXHy9zTe3loh5G,Nobody Wa Dead,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2020-09-18,day,0,2023-12-19
0.823,0.427,2,-9.601,0,0.201,0.595,1.4e-06,0.101,0.197,99.963,146400,4,3bET0TTzxFWvtYN1Q9rMLR,ReaL,"2kNL5eBpFCpOQu81GJ4lZb,1aZr62NOS4cpLzDAHDu2bE","Jovi Ton,Lucrativ","3901,41","4,1",2021-06-04,day,1,2023-12-19
0.75,0.611,1,-4.759,0,0.182,0.548,0.00088,0.22,0.496,100.15,127269,4,3yWQxf143l5gO7JaDhAV5n,Murdera,2kNL5eBpFCpOQu81GJ4lZb,Jovi Ton,3901,4,2020-08-14,day,0,2023-12-19
0.792,0.496,6,-7.393,1,0.39,0.182,0.0,0.33,0.378,99.754,158412,4,7hTwNGXBq7k7oFE1l2CcaX,Evil,"0nIakJQchHrnMygVzo1FuB,1PORbJtUKuxAWKDI6EzREy","Tafari,LRG","33,18","0,0",2020-04-17,day,0,2023-12-19
0.66,0.403,6,-5.567,1,0.626,0.569,0.0,0.308,0.583,99.372,156029,4,4BVY5sNmlq3fPgeOM9XYUS,Close Case,28B0kkgGpew8x5JIK5rFFb,Rondo,13,0,2020-04-11,day,2,2023-12-19
0.619,0.542,1,-7.725,1,0.539,0.183,0.0,0.169,0.539,71.196,158877,3,1O8N9NiCwUCASLfHltRwKp,On Dem Endz,5QzlLj4WGVPkMArSIwpTn8,One6,213,1,2020-04-11,day,3,2023-12-19
0.795,0.693,1,-7.189,0,0.0803,0.202,0.0,0.311,0.56,95.979,185678,4,1J2ZZP0TkUNgsPBL5jLqtv,Nuh Believe,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-07-31,day,7,2023-12-19
0.92,0.547,4,-5.756,0,0.258,0.0706,0.0,0.0882,0.582,120.065,226038,4,3vMkMQJCIYt5E84Z5kGUBM,March Out,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2020-10-14,day,5,2023-12-19
0.933,0.618,9,-4.762,1,0.405,0.0114,0.0,0.107,0.311,109.973,174432,4,0ukIivIfCz3ruGIQCV1AJS,Crisis,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2020-10-24,day,18,2023-12-19
0.627,0.648,5,-9.571,0,0.166,0.212,0.0,0.105,0.932,200.009,159347,4,4jipvgmO8jIc5uzs3mqqXh,Tafari (Top Gyallis),7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2020-10-14,day,22,2023-12-19
0.749,0.641,7,-4.663,0,0.31,0.618,0.0,0.165,0.448,97.046,257320,4,0b6SnhvBbyM5pYfBmFc1cF,Freak,7tnzhcb2y0dtPFIFVTp0A4,Tafari,25770,22,2020-10-09,day,29,2023-12-19
0.682,0.559,5,-8.072,0,0.031,0.657,0.0,0.1,0.259,97.004,191134,4,7bJK12SkQXk9BNgtLu4hK0,Heathen,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2020-11-28,day,21,2023-12-19
0.619,0.651,7,-5.011,0,0.177,0.211,0.0,0.0592,0.48,96.207,183980,3,2a4jIWKlPhvXQNcMxtZMS8,Load Up,"2Jv0w50BNaGlwnXpq69HGm,7zow5Va8ESrfnxvUF62HRH","Prince Swanny,Icee Dan","110479,7933","42,21",2020-08-09,day,31,2023-12-19
0.77,0.592,6,-4.788,0,0.0647,0.382,0.0,0.113,0.499,95.967,200200,4,5Pvym8LwF4f8PxDpm3NppH,Crazy and Evil,2Jv0w50BNaGlwnXpq69HGm,Prince Swanny,110479,42,2020-08-18,day,17,2023-12-19
0.552,0.513,2,-9.66,1,0.325,0.264,3.85e-06,0.139,0.497,89.106,175334,4,7v7N1O7gs7M7Yt4wxgMkWf,Trials,"6QJrx4J9XqIxXUBhacoJHC,22VTLijlsfRm7CFJPHnj72","Medz Boss,Icee Dan","33706,13","26,0",2020-11-29,day,4,2023-12-19
0.826,0.666,6,-6.138,0,0.247,0.134,0.0,0.0594,0.659,171.924,173415,4,4pn2zjysUiFuK4naF2Mg19,Feel Like,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2020-09-25,day,1,2023-12-19
0.796,0.878,5,-0.103,0,0.17,0.18,0.0,0.122,0.482,130.577,139592,5,7stjBH8WN9SFWjdVrSdc4P,No Media Badness,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,33706,26,2020-05-30,day,19,2023-12-19
0.913,0.692,6,-5.63,1,0.0756,0.194,0.0,0.129,0.835,105.987,158491,4,1DAmauzVcyZTmAYkcZ5oSQ,Bad From Birth,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,20294,29,2020-09-22,day,19,2023-12-19
0.68,0.706,8,-4.806,0,0.189,0.177,0.0,0.363,0.386,132.175,177084,5,3vlWFS43iqZnNn6dYUxrhj,Lit,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-11-06,day,10,2023-12-19
0.685,0.834,10,-2.567,0,0.245,0.523,0.0369,0.207,0.568,94.918,208421,4,6TliebJ28D70PIYL1gZn9V,Worst Way,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50069,32,2020-11-13,day,4,2023-12-19
0.714,0.507,1,-10.957,0,0.292,0.255,0.0,0.498,0.576,99.432,194400,4,4EjJ7Am2OlS7V7Cd1xzxdl,Life so Hard,0K9Bx0HTyKyr0WlTgPGPT3,K-Lion,636,2,2018-08-17,day,13,2023-12-19
0.571,0.92,1,0.406,1,0.329,0.419,0.0,0.119,0.357,129.894,139592,5,2R85aeAK3wk4uQvL1IS5Mg,Ever High,363rd3ZlAT1FYFhYLFzK6L,Rondo,4023,12,2020-05-30,day,2,2023-12-19
